file_name,top_k,aac,g3,urs,swope
madelon,1,1.0,0.0,1.0,1.0
madelon,2,1.0,1.0,1.0,1.0
madelon,3,0.6666666666666666,0.6666666666666666,1.0,1.0
madelon,4,0.75,1.0,0.75,1.0
madelon,5,1.0,1.0,0.8,1.0
madelon,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0
madelon,7,0.8571428571428571,0.8571428571428571,1.0,1.0
madelon,8,0.875,1.0,1.0,1.0
madelon,9,1.0,0.8888888888888888,1.0,1.0
madelon,10,0.9,1.0,0.9,1.0
